Monitoring Date,Officer ID,Officer Name,Office Location,Site ID,Site Name,Site Location,Activity ID,Activity Type,Activity Description,Activity Duration (hours),Equipment Used,Pollution Level Detected,Compliance Status,Community Feedback Rating,Transaction ID,Incentive Received,Compliance Target Achieved
17-10-2022,1,Hannah Moore,Hobart,2,Charlestown Park,"Mount Wellington, Hobart, TAS 7054",292,Water Quality Test,Description 85,5.28,Equipment 14,379.41,Non-Compliant,1,4165,Yes,Yes
08-07-2022,13,Fiona Wilson,Darwin,14,Toronto Foreshore,"Mindil Beach, Darwin, NT 0820",712,Noise Level Measurement,Description 97,3.25,Equipment 14,267.39,Compliant,2,1702,Yes,No
03-02-2022,24,Tina Scott,Canberra,4,Watagan Mountains,"Lake Burley Griffin, Canberra, ACT 2600",48,Soil Quality Test,Description 189,6.55,Equipment 4,449.85,Compliant,4,2355,No,
30-05-2022,12,Laura Clark,Gold Coast,6,Awaba State Forest,"Surfers Paradise Beach, Gold Coast, QLD 4217",447,Soil Quality Test,Description 82,2.79,Equipment 5,342.78,Compliant,4,197,No,
31-01-2022,17,Alice Johnson,Newcastle,4,Heaton State Forest,"Wharf Road, Newcastle East, NSW 2300",698,Water Quality Test,Description 116,4.45,Equipment 9,158.06,Non-Compliant,3,490,Yes,Yes
30-08-2022,6,Jane White,Sydney,2,Lambton Park,"Circular Quay, Sydney, NSW 2000",511,Soil Quality Test,Description 51,2.69,Equipment 4,347.68,Compliant,5,2010,No,
10-12-2022,7,Megan Lewis,Melbourne,21,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",723,Water Quality Test,Description 178,4.19,Equipment 18,198.25,Non-Compliant,5,716,Yes,Yes
15-03-2022,20,Hannah Moore,Brisbane,15,Braye Park,"Queen Street Mall, Brisbane, QLD 4000",606,Soil Quality Test,Description 47,3.5,Equipment 2,367.38,Compliant,1,3688,No,
01-07-2022,23,Vicky Turner,Perth,2,Waratah Park,"Cottesloe Beach, Perth, WA 6011",42,Air Quality Check,Description 161,1.34,Equipment 9,371.83,Compliant,2,4007,Yes,No
06-11-2022,17,Rachel King,Adelaide,1,King Edward Park,"Rundle Mall, Adelaide, SA 5000",360,Noise Level Measurement,Description 131,7.41,Equipment 7,92.78,Non-Compliant,2,3101,Yes,Yes
04-06-2022,8,Xena Perez,Hobart,20,Blackbutt Nature Reserve,"Mount Wellington, Hobart, TAS 7054",195,Water Quality Test,Description 2,1.76,Equipment 6,400.74,Non-Compliant,1,608,Yes,No
25-09-2022,19,Laura Clark,Darwin,16,King Edward Park,"Mindil Beach, Darwin, NT 0820",605,Water Quality Test,Description 173,7.09,Equipment 1,79.67,Non-Compliant,3,41,Yes,Yes
31-07-2022,20,Zoe Ward,Canberra,2,Toronto Foreshore,"Parliament House, Canberra, ACT 2600",428,Noise Level Measurement,Description 134,5.73,Equipment 4,415.1,Non-Compliant,4,2026,No,
24-11-2022,11,Vicky Turner,Gold Coast,7,Merewether Beach,"Broadbeach, Gold Coast, QLD 4218",564,Noise Level Measurement,Description 152,2.17,Equipment 8,350.07,Compliant,1,731,No,
03-09-2022,19,Kate Harris,Newcastle,21,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",826,Soil Quality Test,Description 168,1.41,Equipment 9,100,Compliant,1,2060,Yes,Yes
24-10-2022,23,Olivia Hall,Sydney,15,Speers Point Park,"Reserve Road, Newcastle, NSW 2300",571,Water Quality Test,Description 195,4.32,Equipment 14,334.79,Compliant,4,1441,No,
13-05-2022,18,Natalie Walker,Melbourne,6,Warners Bay Foreshore,"St Kilda Road, Melbourne, VIC 3004",861,Soil Quality Test,Description 131,5.08,Equipment 2,473.8,Compliant,4,1557,No,
20-09-2022,18,Megan Lewis,Brisbane,22,Redhead Beach,"South Bank, Brisbane, QLD 4101",220,Water Quality Test,Description 10,7.96,Equipment 1,164.38,Non-Compliant,2,1780,Yes,No
16-03-2022,13,Laura Clark,Perth,13,Glenrock State Conservation Area,"Kings Park, Perth, WA 6005",381,Noise Level Measurement,Description 171,3.77,Equipment 1,489.53,Non-Compliant,2,1366,No,
05-09-2022,6,Diana Taylor,Adelaide,15,Hunter Wetlands Centre,"Glenelg Beach, Adelaide, SA 5045",470,Noise Level Measurement,Description 42,6.62,Equipment 4,379.29,Compliant,5,3088,Yes,No
04-04-2022,9,Kate Harris,Hobart,7,Croudace Bay Park,"Mount Wellington, Hobart, TAS 7054",705,Air Quality Check,Description 118,7.43,Equipment 12,288.53,Non-Compliant,1,2622,Yes,Yes
13-06-2022,11,Natalie Walker,Darwin,6,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",48,Water Quality Test,Description 78,6.43,Equipment 7,38.1,Compliant,3,4695,Yes,Yes
14-11-2022,16,Catherine Lee,Canberra,19,Jesmond Park,"Parliament House, Canberra, ACT 2600",815,Soil Quality Test,Description 122,7.38,Equipment 18,263.31,Compliant,3,2318,Yes,No
26-08-2022,24,Megan Lewis,Gold Coast,9,Mount Sugarloaf,"Surfers Paradise Beach, Gold Coast, QLD 4217",4,Air Quality Check,Description 86,6.36,Equipment 13,325.5,Non-Compliant,5,3670,No,
21-01-2022,17,Paula Young,Newcastle,6,King Edward Park,"Shortland Esplanade, Newcastle, NSW 2300",645,Soil Quality Test,Description 200,2.38,Equipment 7,221.56,Non-Compliant,2,3846,No,
24-08-2022,14,Ella Brown,Sydney,5,Toronto Foreshore,"Circular Quay, Sydney, NSW 2000",269,Soil Quality Test,Description 118,7.79,Equipment 13,269.69,Compliant,5,3007,No,
28-04-2022,25,Tina Scott,Melbourne,24,Watagan Mountains,"Federation Square, Melbourne, VIC 3000",60,Water Quality Test,Description 127,6.73,Equipment 15,69.44,Non-Compliant,1,2740,No,
07-07-2022,7,Zoe Ward,Brisbane,6,Awaba State Forest,"Queen Street Mall, Brisbane, QLD 4000",96,Air Quality Check,Description 83,1.6,Equipment 3,419.14,Non-Compliant,3,2644,Yes,Yes
23-12-2022,13,Diana Taylor,Perth,20,Heaton State Forest,"Kings Park, Perth, WA 6005",408,Air Quality Check,Description 30,7.67,Equipment 17,28.38,Non-Compliant,4,212,Yes,Yes
28-04-2022,19,Catherine Lee,Adelaide,10,Hunter Wetlands Centre,"Glenelg Beach, Adelaide, SA 5045",644,Noise Level Measurement,Description 101,1.82,Equipment 8,333.82,Non-Compliant,3,392,No,
11-06-2022,17,Yvonne Cook,Hobart,6,Richley Reserve,"Mount Wellington, Hobart, TAS 7054",767,Water Quality Test,Description 117,6.93,Equipment 6,100.71,Non-Compliant,3,1229,No,
06-10-2022,19,Hannah Moore,Darwin,11,Braye Park,"Mindil Beach, Darwin, NT 0820",625,Soil Quality Test,Description 131,4.39,Equipment 2,366.29,Non-Compliant,5,2870,No,
26-04-2022,25,Hannah Moore,Canberra,17,Waratah Park,"Parliament House, Canberra, ACT 2600",180,Water Quality Test,Description 35,1.21,Equipment 19,444.59,Compliant,3,4785,Yes,No
23-06-2022,24,Hannah Moore,Gold Coast,21,King Edward Park,"Broadbeach, Gold Coast, QLD 4218",129,Soil Quality Test,Description 97,7.38,Equipment 20,202.87,Compliant,4,3334,Yes,Yes
22-10-2022,10,Vicky Turner,Newcastle,17,Blackbutt Nature Reserve,"John Parade, Merewether, NSW 2291",497,Air Quality Check,Description 39,1.01,Equipment 12,129.1,Non-Compliant,2,2310,No,
13-07-2022,13,Laura Clark,Sydney,1,King Edward Park,"Darling Harbour, Sydney, NSW 2000",259,Water Quality Test,Description 177,4.83,Equipment 20,73.63,Compliant,2,317,Yes,No
23-02-2022,3,Wendy Mitchell,Melbourne,2,Newcastle Beach,"St Kilda Road, Melbourne, VIC 3004",306,Noise Level Measurement,Description 107,5.49,Equipment 13,457.47,Non-Compliant,3,748,Yes,Yes
18-07-2022,21,Paula Young,Brisbane,17,Merewether Beach,"John Parade, Merewether, NSW 2291",524,Water Quality Test,Description 10,5.96,Equipment 2,217.1,Compliant,1,4697,No,
09-08-2022,17,Samantha Wright,Perth,7,Nobbys Beach,"Kings Park, Perth, WA 6005",6,Soil Quality Test,Description 82,5.46,Equipment 11,44.42,Non-Compliant,5,4042,Yes,Yes
19-02-2022,21,Ella Brown,Adelaide,19,Speers Point Park,"Glenelg Beach, Adelaide, SA 5045",711,Noise Level Measurement,Description 148,3.6,Equipment 17,49.93,Non-Compliant,5,514,No,
20-05-2022,5,Wendy Mitchell,Hobart,23,Warners Bay Foreshore,"Mount Wellington, Hobart, TAS 7054",152,Soil Quality Test,Description 182,7.25,Equipment 1,226.12,Compliant,3,635,Yes,No
16-12-2022,17,Jane White,Darwin,24,Redhead Beach,"Darwin Waterfront, Darwin, NT 0800",792,Noise Level Measurement,Description 48,6.7,Equipment 11,341.52,Non-Compliant,4,1443,Yes,Yes
01-06-2022,25,Xena Perez,Canberra,5,Glenrock State Conservation Area,"Parliament House, Canberra, ACT 2600",276,Soil Quality Test,Description 41,2.32,Equipment 13,269.82,Non-Compliant,4,4620,Yes,No
01-07-2022,14,Samantha Wright,Gold Coast,12,Hunter Wetlands Centre,"Broadbeach, Gold Coast, QLD 4218",235,Noise Level Measurement,Description 167,1.39,Equipment 5,49.23,Non-Compliant,5,4027,No,
15-03-2022,3,Vicky Turner,Newcastle,22,Croudace Bay Park,"Wharf Road, Newcastle East, NSW 2300",701,Soil Quality Test,Description 47,4.48,Equipment 13,209,Non-Compliant,5,4612,Yes,Yes
09-05-2022,19,Megan Lewis,Sydney,6,Belmont Wetlands State Park,"Reserve Road, Newcastle, NSW 2300",600,Air Quality Check,Description 121,1.42,Equipment 10,34.13,Non-Compliant,1,3311,No,
22-03-2022,2,Grace Jones,Melbourne,3,Jesmond Park,"Federation Square, Melbourne, VIC 3000",499,Air Quality Check,Description 88,7.02,Equipment 14,90,Compliant,4,2455,Yes,No
21-10-2022,5,Megan Lewis,Brisbane,15,Mount Sugarloaf,"South Bank, Brisbane, QLD 4101",804,Air Quality Check,Description 70,2.63,Equipment 4,25.39,Non-Compliant,4,375,Yes,Yes
13-07-2022,16,Wendy Mitchell,Perth,11,Charlestown Park,"Cottesloe Beach, Perth, WA 6011",757,Noise Level Measurement,Description 35,3.96,Equipment 6,219.15,Non-Compliant,3,1600,No,
04-02-2022,11,Alice Johnson,Adelaide,13,Toronto Foreshore,"Rundle Mall, Adelaide, SA 5000",153,Noise Level Measurement,Description 95,6.49,Equipment 3,434.99,Compliant,2,1786,No,
17-10-2022,19,Isabella Thompson,Hobart,10,Watagan Mountains,"Mount Wellington, Hobart, TAS 7054",714,Air Quality Check,Description 22,2.74,Equipment 6,31.76,Compliant,2,3596,No,
01-04-2022,25,Xena Perez,Darwin,4,Awaba State Forest,"Darwin Waterfront, Darwin, NT 0800",73,Water Quality Test,Description 137,3.81,Equipment 10,26.44,Compliant,3,1333,Yes,No
27-08-2022,2,Paula Young,Canberra,22,Heaton State Forest,"Lake Burley Griffin, Canberra, ACT 2600",288,Water Quality Test,Description 30,6.84,Equipment 6,34.09,Non-Compliant,3,3535,No,
07-11-2022,17,Vicky Turner,Gold Coast,12,Lambton Park,"Morehead Street, Lambton, NSW 2299",534,Water Quality Test,Description 96,2.24,Equipment 16,474.1,Non-Compliant,5,4465,Yes,No
22-08-2022,6,Megan Lewis,Newcastle,6,Richley Reserve,"Shortland Esplanade, Newcastle, NSW 2300",992,Soil Quality Test,Description 112,6.15,Equipment 16,336.41,Compliant,1,3743,No,
27-02-2022,9,Beth Smith,Sydney,7,Braye Park,"Darling Harbour, Sydney, NSW 2000",423,Air Quality Check,Description 106,2.72,Equipment 15,347.56,Non-Compliant,1,1448,Yes,No
02-04-2022,4,Hannah Moore,Melbourne,9,Waratah Park,"St Kilda Road, Melbourne, VIC 3004",88,Air Quality Check,Description 138,4.12,Equipment 5,70.31,Non-Compliant,5,3507,Yes,Yes
14-09-2022,2,Kate Harris,Brisbane,13,King Edward Park,"Queen Street Mall, Brisbane, QLD 4000",309,Water Quality Test,Description 121,5.25,Equipment 16,311.14,Non-Compliant,4,4257,Yes,Yes
04-11-2022,10,Paula Young,Perth,1,Blackbutt Nature Reserve,"Kings Park, Perth, WA 6005",859,Water Quality Test,Description 46,7.95,Equipment 16,236.65,Non-Compliant,3,4547,No,
03-02-2022,8,Catherine Lee,Adelaide,9,King Edward Park,"Reserve Road, Newcastle, NSW 2300",463,Air Quality Check,Description 180,3.06,Equipment 18,417.87,Non-Compliant,2,4607,No,
04-10-2022,13,Rachel King,Hobart,1,Newcastle Beach,"Salamanca Place, Hobart, TAS 7000",99,Noise Level Measurement,Description 35,7.87,Equipment 4,250.01,Non-Compliant,2,4060,Yes,Yes
20-05-2022,9,Samantha Wright,Darwin,3,Hunter Wetlands Centre,"Mindil Beach, Darwin, NT 0820",763,Noise Level Measurement,Description 156,6.54,Equipment 17,393.45,Non-Compliant,1,4232,Yes,No
18-07-2022,14,Catherine Lee,Canberra,5,Nobbys Beach,"Lake Burley Griffin, Canberra, ACT 2600",187,Soil Quality Test,Description 181,4.87,Equipment 1,244.37,Compliant,2,2060,No,
21-09-2022,13,Wendy Mitchell,Gold Coast,23,Speers Point Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",44,Air Quality Check,Description 57,5.41,Equipment 8,312.48,Non-Compliant,1,1429,No,
02-07-2022,8,Grace Jones,Newcastle,24,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",3,Water Quality Test,Description 166,1.7,Equipment 20,459.48,Compliant,1,3058,Yes,No
30-12-2022,20,Yvonne Cook,Sydney,4,Redhead Beach,"Darling Harbour, Sydney, NSW 2000",805,Noise Level Measurement,Description 181,1.47,Equipment 13,333.01,Compliant,1,12,Yes,Yes
23-01-2022,2,Beth Smith,Melbourne,20,Jesmond Park,"Federation Square, Melbourne, VIC 3000",168,Air Quality Check,Description 58,4.22,Equipment 3,483.2,Compliant,4,3740,Yes,Yes
07-07-2022,2,Laura Clark,Brisbane,21,Hunter Wetlands Centre,"Queen Street Mall, Brisbane, QLD 4000",914,Water Quality Test,Description 132,5.13,Equipment 20,62,Non-Compliant,4,2904,Yes,No
23-08-2022,2,Catherine Lee,Perth,12,Croudace Bay Park,"Cottesloe Beach, Perth, WA 6011",77,Noise Level Measurement,Description 75,2.86,Equipment 5,492.48,Non-Compliant,4,2114,No,
07-01-2022,14,Wendy Mitchell,Adelaide,2,Belmont Wetlands State Park,"Rundle Mall, Adelaide, SA 5000",901,Noise Level Measurement,Description 5,4.48,Equipment 4,335.43,Non-Compliant,3,1180,No,
10-04-2022,17,Uma Allen,Hobart,1,Jesmond Park,"Salamanca Place, Hobart, TAS 7000",61,Air Quality Check,Description 12,2.94,Equipment 5,285.39,Compliant,4,2659,Yes,No
24-12-2022,3,Xena Perez,Darwin,22,Mount Sugarloaf,"Darwin Waterfront, Darwin, NT 0800",643,Air Quality Check,Description 55,1.43,Equipment 8,350,Compliant,3,2678,No,
17-07-2022,11,Hannah Moore,Canberra,17,Charlestown Park,"Parliament House, Canberra, ACT 2600",550,Noise Level Measurement,Description 39,2.51,Equipment 3,77.21,Non-Compliant,4,3076,Yes,Yes
22-10-2022,2,Natalie Walker,Gold Coast,3,Toronto Foreshore,"Broadbeach, Gold Coast, QLD 4218",836,Water Quality Test,Description 63,5.03,Equipment 3,415.84,Non-Compliant,3,1629,Yes,No
27-06-2022,15,Samantha Wright,Newcastle,17,Watagan Mountains,"Wharf Road, Newcastle East, NSW 2300",723,Soil Quality Test,Description 22,3.6,Equipment 10,110.46,Non-Compliant,2,2284,Yes,Yes
04-05-2022,25,Zoe Ward,Sydney,13,Awaba State Forest,"Reserve Road, Newcastle, NSW 2300",206,Noise Level Measurement,Description 150,3.07,Equipment 3,192.3,Compliant,5,1936,Yes,Yes
15-08-2022,7,Grace Jones,Melbourne,13,Redhead Beach,"Federation Square, Melbourne, VIC 3000",188,Soil Quality Test,Description 86,3.39,Equipment 17,275.77,Non-Compliant,4,3923,Yes,Yes
27-08-2022,13,Vicky Turner,Brisbane,11,Lambton Park,"Queen Street Mall, Brisbane, QLD 4000",106,Air Quality Check,Description 60,4.37,Equipment 13,371.22,Compliant,4,4374,No,
22-10-2022,21,Diana Taylor,Perth,3,Richley Reserve,"Kings Park, Perth, WA 6005",305,Noise Level Measurement,Description 108,6.68,Equipment 10,91.49,Non-Compliant,5,38,No,
30-05-2022,5,Rachel King,Adelaide,15,Braye Park,"Glenelg Beach, Adelaide, SA 5045",146,Soil Quality Test,Description 105,5.96,Equipment 6,212,Compliant,4,3172,No,
26-01-2022,10,Yvonne Cook,Hobart,22,Waratah Park,"Mount Wellington, Hobart, TAS 7054",123,Noise Level Measurement,Description 43,1.37,Equipment 17,217.42,Non-Compliant,4,1574,No,
10-07-2022,12,Xena Perez,Darwin,16,Blackbutt Nature Reserve,"Reserve Road, Newcastle, NSW 2300",266,Soil Quality Test,Description 158,7.36,Equipment 19,2.7,Compliant,2,204,Yes,Yes
08-06-2022,23,Zoe Ward,Canberra,10,Blackbutt Nature Reserve,"Lake Burley Griffin, Canberra, ACT 2600",244,Noise Level Measurement,Description 139,3.83,Equipment 9,412.6,Compliant,1,4843,No,
08-02-2022,20,Hannah Moore,Gold Coast,2,King Edward Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",221,Noise Level Measurement,Description 93,1.84,Equipment 18,130.76,Compliant,2,4541,Yes,Yes
05-12-2022,7,Wendy Mitchell,Newcastle,10,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",919,Water Quality Test,Description 169,5.16,Equipment 16,59.09,Compliant,4,4930,Yes,No
17-10-2022,19,Yvonne Cook,Sydney,19,Merewether Beach,"Darling Harbour, Sydney, NSW 2000",432,Soil Quality Test,Description 29,5.4,Equipment 5,238.51,Compliant,1,475,No,
06-06-2022,17,Isabella Thompson,Melbourne,11,Nobbys Beach,"St Kilda Road, Melbourne, VIC 3004",138,Soil Quality Test,Description 167,4.71,Equipment 16,265.6,Non-Compliant,5,2895,Yes,Yes
13-02-2022,24,Isabella Thompson,Brisbane,12,Speers Point Park,"Queen Street Mall, Brisbane, QLD 4000",902,Noise Level Measurement,Description 26,1.47,Equipment 18,60.01,Compliant,2,2168,No,
16-10-2022,18,Rachel King,Perth,20,Warners Bay Foreshore,"Kings Park, Perth, WA 6005",251,Water Quality Test,Description 80,1.6,Equipment 5,470.9,Compliant,3,4592,No,
24-03-2022,12,Zoe Ward,Adelaide,3,King Edward Park,"Rundle Mall, Adelaide, SA 5000",319,Air Quality Check,Description 32,2.78,Equipment 17,477.42,Non-Compliant,5,469,Yes,No
10-07-2022,24,Ella Brown,Hobart,7,Glenrock State Conservation Area,"Mount Wellington, Hobart, TAS 7054",42,Noise Level Measurement,Description 187,3.09,Equipment 1,368.94,Compliant,2,1825,Yes,No
03-05-2022,17,Vicky Turner,Darwin,16,Hunter Wetlands Centre,"Mindil Beach, Darwin, NT 0820",611,Soil Quality Test,Description 98,4.18,Equipment 20,328.5,Non-Compliant,2,4564,Yes,No
10-11-2022,7,Jane White,Canberra,22,King Edward Park,"Brooks Parade, Belmont, NSW 2280",820,Water Quality Test,Description 178,3.9,Equipment 3,475.42,Compliant,5,3101,No,
08-03-2022,23,Wendy Mitchell,Gold Coast,18,Belmont Wetlands State Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",626,Soil Quality Test,Description 165,2.98,Equipment 18,327.61,Compliant,2,2652,Yes,Yes
27-09-2022,13,Kate Harris,Newcastle,17,Jesmond Park,"Shortland Esplanade, Newcastle, NSW 2300",342,Air Quality Check,Description 52,1.5,Equipment 8,447.53,Compliant,4,2971,Yes,Yes
15-07-2022,22,Laura Clark,Sydney,22,Mount Sugarloaf,"Circular Quay, Sydney, NSW 2000",973,Air Quality Check,Description 2,1.55,Equipment 20,98.82,Compliant,3,2395,No,
27-12-2022,20,Catherine Lee,Melbourne,21,Charlestown Park,"St Kilda Road, Melbourne, VIC 3004",529,Water Quality Test,Description 66,5.25,Equipment 14,216.96,Non-Compliant,4,3517,Yes,No
14-02-2022,10,Jane White,Brisbane,23,Toronto Foreshore,"Queen Street Mall, Brisbane, QLD 4000",503,Noise Level Measurement,Description 52,5.83,Equipment 15,45.54,Compliant,2,402,Yes,Yes
15-01-2022,15,Olivia Hall,Perth,18,Watagan Mountains,"Cottesloe Beach, Perth, WA 6011",337,Water Quality Test,Description 86,1.7,Equipment 2,413.39,Non-Compliant,3,905,Yes,No
25-07-2022,1,Diana Taylor,Adelaide,14,Awaba State Forest,"Rundle Mall, Adelaide, SA 5000",296,Soil Quality Test,Description 43,4.31,Equipment 13,382.65,Non-Compliant,2,4141,No,
29-04-2022,21,Vicky Turner,Hobart,18,Heaton State Forest,"Salamanca Place, Hobart, TAS 7000",419,Soil Quality Test,Description 189,6.67,Equipment 15,238.78,Compliant,4,2716,Yes,Yes
21-06-2022,10,Wendy Mitchell,Darwin,16,Lambton Park,"Darwin Waterfront, Darwin, NT 0800",236,Soil Quality Test,Description 163,6.37,Equipment 4,258.03,Non-Compliant,3,1714,Yes,No
24-01-2022,11,Laura Clark,Canberra,16,Richley Reserve,"Parliament House, Canberra, ACT 2600",472,Water Quality Test,Description 118,1.37,Equipment 6,421.94,Compliant,5,1345,Yes,Yes
01-08-2022,2,Paula Young,Gold Coast,12,Braye Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",460,Air Quality Check,Description 121,7.42,Equipment 15,424.99,Non-Compliant,3,3601,No,
12-10-2022,10,Isabella Thompson,Newcastle,7,Waratah Park,"Shortland Esplanade, Newcastle, NSW 2300",639,Soil Quality Test,Description 22,3.04,Equipment 16,425.2,Compliant,3,3352,No,
11-03-2022,18,Wendy Mitchell,Sydney,20,King Edward Park,"Darling Harbour, Sydney, NSW 2000",327,Water Quality Test,Description 165,7.63,Equipment 20,441.1,Compliant,1,2002,No,
16-01-2022,24,Isabella Thompson,Melbourne,15,Blackbutt Nature Reserve,"Federation Square, Melbourne, VIC 3000",721,Soil Quality Test,Description 39,1.76,Equipment 15,269.37,Non-Compliant,3,2783,Yes,Yes
23-12-2022,11,Hannah Moore,Brisbane,18,Braye Park,"South Bank, Brisbane, QLD 4101",843,Water Quality Test,Description 64,6.01,Equipment 16,198.2,Compliant,3,1899,No,
31-07-2022,6,Xena Perez,Perth,4,Newcastle Beach,"Cottesloe Beach, Perth, WA 6011",294,Soil Quality Test,Description 160,3.74,Equipment 20,318.32,Non-Compliant,5,3790,No,
23-03-2022,4,Olivia Hall,Adelaide,19,Merewether Beach,"Glenelg Beach, Adelaide, SA 5045",515,Noise Level Measurement,Description 105,7.3,Equipment 14,288.53,Compliant,5,3367,Yes,Yes
30-06-2022,18,Laura Clark,Hobart,1,Nobbys Beach,"Salamanca Place, Hobart, TAS 7000",953,Water Quality Test,Description 57,4.79,Equipment 8,7.19,Non-Compliant,3,4287,No,
03-08-2022,20,Xena Perez,Darwin,24,Speers Point Park,"Darwin Waterfront, Darwin, NT 0800",923,Soil Quality Test,Description 12,5.68,Equipment 14,258.76,Non-Compliant,3,846,Yes,No
12-10-2022,21,Jane White,Canberra,19,Warners Bay Foreshore,"Parliament House, Canberra, ACT 2600",50,Soil Quality Test,Description 60,5,Equipment 6,235.25,Compliant,3,2555,Yes,Yes
